lane,backend,format,bit_width,metric,unit,median,p90,warmup_excluded,artifact,notes
metal,agx_counters,int4,4,gpu_read_bandwidth_peak,pct,37.936,4.938,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Read Bandwidth.
metal,agx_counters,int4,4,gpu_write_bandwidth_peak,pct,65.676,3.792,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Write Bandwidth.
metal,agx_counters,uint4,4,alu_utilization_peak,pct,81.439,18.538,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak ALU Utilization; P99 in p90 column. Wide format capture.
metal,agx_counters,uint4,4,fragment_occupancy_peak,pct,100.000,53.137,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak Fragment Occupancy; TBDR tile-routing signal.
metal,agx_counters,uint4,4,top_limiter_p99,pct,42.866,,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,P99 Top Performance Limiter — sustained bound regime.
metal,agx_counters,uint4,4,gpu_read_bandwidth_peak,pct,40.092,14.718,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Read Bandwidth.
metal,agx_counters,uint4,4,gpu_write_bandwidth_peak,pct,33.386,6.102,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Write Bandwidth.
metal,agx_counters,fp4,4,alu_utilization_peak,pct,81.514,9.210,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak ALU Utilization; P99 in p90 column. Wide format capture.
metal,agx_counters,fp4,4,fragment_occupancy_peak,pct,100.000,24.400,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak Fragment Occupancy; TBDR tile-routing signal.
metal,agx_counters,fp4,4,top_limiter_p99,pct,23.475,,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,P99 Top Performance Limiter — sustained bound regime.
metal,agx_counters,fp4,4,gpu_read_bandwidth_peak,pct,40.013,7.657,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Read Bandwidth.
metal,agx_counters,fp4,4,gpu_write_bandwidth_peak,pct,59.381,3.134,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Write Bandwidth.
metal,agx_counters,int16,16,alu_utilization_peak,pct,93.677,76.317,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak ALU Utilization; P99 in p90 column. Wide format capture.
metal,agx_counters,int16,16,fragment_occupancy_peak,pct,100.000,94.548,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak Fragment Occupancy; TBDR tile-routing signal.
metal,agx_counters,int16,16,top_limiter_p99,pct,98.733,,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,P99 Top Performance Limiter — sustained bound regime.
metal,agx_counters,int16,16,gpu_read_bandwidth_peak,pct,55.636,28.154,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Read Bandwidth.
metal,agx_counters,int16,16,gpu_write_bandwidth_peak,pct,66.971,16.600,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Write Bandwidth.
metal,agx_counters,uint16,16,alu_utilization_peak,pct,76.749,25.711,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak ALU Utilization; P99 in p90 column. Wide format capture.
metal,agx_counters,uint16,16,fragment_occupancy_peak,pct,100.000,33.745,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak Fragment Occupancy; TBDR tile-routing signal.
metal,agx_counters,uint16,16,top_limiter_p99,pct,31.762,,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,P99 Top Performance Limiter — sustained bound regime.
metal,agx_counters,uint16,16,gpu_read_bandwidth_peak,pct,33.964,6.539,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Read Bandwidth.
metal,agx_counters,uint16,16,gpu_write_bandwidth_peak,pct,53.845,4.505,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Write Bandwidth.
metal,agx_counters,int32,32,alu_utilization_peak,pct,78.941,25.268,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak ALU Utilization; P99 in p90 column. Wide format capture.
metal,agx_counters,int32,32,fragment_occupancy_peak,pct,100.000,40.415,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak Fragment Occupancy; TBDR tile-routing signal.
metal,agx_counters,int32,32,top_limiter_p99,pct,36.470,,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,P99 Top Performance Limiter — sustained bound regime.
metal,agx_counters,int32,32,gpu_read_bandwidth_peak,pct,39.435,10.189,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Read Bandwidth.
metal,agx_counters,int32,32,gpu_write_bandwidth_peak,pct,49.851,5.450,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Write Bandwidth.
metal,agx_counters,uint32,32,alu_utilization_peak,pct,78.018,10.375,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak ALU Utilization; P99 in p90 column. Wide format capture.
metal,agx_counters,uint32,32,fragment_occupancy_peak,pct,100.000,32.643,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak Fragment Occupancy; TBDR tile-routing signal.
metal,agx_counters,uint32,32,top_limiter_p99,pct,28.105,,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,P99 Top Performance Limiter — sustained bound regime.
metal,agx_counters,uint32,32,gpu_read_bandwidth_peak,pct,38.006,6.540,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Read Bandwidth.
metal,agx_counters,uint32,32,gpu_write_bandwidth_peak,pct,36.137,4.364,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Write Bandwidth.
metal,agx_counters,int64,64,alu_utilization_peak,pct,80.329,25.173,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak ALU Utilization; P99 in p90 column. Wide format capture.
metal,agx_counters,int64,64,fragment_occupancy_peak,pct,100.000,31.349,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak Fragment Occupancy; TBDR tile-routing signal.
metal,agx_counters,int64,64,top_limiter_p99,pct,31.299,,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,P99 Top Performance Limiter — sustained bound regime.
metal,agx_counters,int64,64,gpu_read_bandwidth_peak,pct,39.279,5.894,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Read Bandwidth.
metal,agx_counters,int64,64,gpu_write_bandwidth_peak,pct,52.490,3.927,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Write Bandwidth.
metal,agx_counters,uint64,64,alu_utilization_peak,pct,81.404,14.510,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak ALU Utilization; P99 in p90 column. Wide format capture.
metal,agx_counters,uint64,64,fragment_occupancy_peak,pct,100.000,38.016,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak Fragment Occupancy; TBDR tile-routing signal.
metal,agx_counters,uint64,64,top_limiter_p99,pct,32.473,,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,P99 Top Performance Limiter — sustained bound regime.
metal,agx_counters,uint64,64,gpu_read_bandwidth_peak,pct,38.997,11.336,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Read Bandwidth.
metal,agx_counters,uint64,64,gpu_write_bandwidth_peak,pct,56.473,5.405,no,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_wide_20260401/gpu_hardware_counters.csv,Peak GPU Write Bandwidth.
cpu,aarch64_nibble_proxy,uint4,4,dep_chain_ns_per_op,ns,0.338,,no,../apple_re/probes/apple_cpu_latency.c,"nibble_unpack_u4: add+and(0xf) dep chain. iters=50M, unroll=32, approx_gops=2.96"
cpu,aarch64_nibble_proxy,int4,4,dep_chain_ns_per_op,ns,0.316,,no,../apple_re/probes/apple_cpu_latency.c,"nibble_unpack_i4: add+sbfx(0,4) dep chain. iters=50M, unroll=32, approx_gops=3.16"
cpu,aarch64_scalar,long_double,64,dep_chain_ns_per_op,ns,0.949,,no,../apple_re/probes/apple_cpu_latency.c,fadd_dep_ld_aarch64: matches fadd_dep_f64=0.949ns. long double is IEEE 754 binary64 on AArch64 ABI.
neural,pytorch_proxy_cpu,fp4,4,gemm_1024_ms,ms,3.558145,4.610687,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_cpu
neural,pytorch_proxy_cpu,fp4,4,gemm_2048_ms,ms,23.990646,26.346729,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_cpu
neural,pytorch_proxy_cpu,int4,4,gemm_1024_ms,ms,3.030980,3.451367,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_cpu
neural,pytorch_proxy_cpu,int4,4,gemm_2048_ms,ms,26.424354,35.496183,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_cpu
neural,pytorch_proxy_cpu,uint4,4,gemm_1024_ms,ms,3.807688,5.356171,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_cpu
neural,pytorch_proxy_cpu,uint4,4,gemm_2048_ms,ms,25.381063,26.596375,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_cpu
neural,pytorch_proxy_mps,fp4,4,gemm_1024_ms,ms,2.546708,2.941562,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_mps
neural,pytorch_proxy_mps,fp4,4,gemm_2048_ms,ms,14.604062,15.672562,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_mps
neural,pytorch_proxy_mps,int4,4,gemm_1024_ms,ms,3.005271,3.463267,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_mps
neural,pytorch_proxy_mps,int4,4,gemm_2048_ms,ms,17.591979,18.664904,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_mps
neural,pytorch_proxy_mps,uint4,4,gemm_1024_ms,ms,3.613229,4.157346,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_mps
neural,pytorch_proxy_mps,uint4,4,gemm_2048_ms,ms,20.363500,21.257229,yes,../apple_re/results/typed_neural_frontier_int4_fp4_20260402/neural_timing_matrix.csv,proxy_backend=torch_float32_mps
cpu,aarch64_neon_dd,double_double,128,dep_chain_ns_per_step,ns,1.348,,no,../apple_re/probes/apple_cpu_latency.c,"dd_twosum_dep: Knuth 2-sum. 4 FP ops/step. 1.36× scalar f64. iters=20M, unroll=8"
cpu,aarch64_neon_dd,double_double,128,dep_chain_ns_per_step_fma,ns,1.347,,no,../apple_re/probes/apple_cpu_latency.c,dd_twosum_fma_dep: FMA 2-sum. No dep-chain gain vs plain — linear chain masks FMA benefit.
cpu,aarch64_neon_dd,double_double,128,dep_chain_ns_per_value,ns,1.348,,no,../apple_re/probes/apple_cpu_latency.c,Scalar: 1.348ns per 106-bit extended-precision value. Only 1.36× f64 overhead.
cpu,aarch64_neon_dd,float64x2,128,dep_chain_ns_per_insn,ns,0.947,,no,../apple_re/probes/apple_cpu_latency.c,f64x2_vadd_dep: 2×f64 per NEON insn. 0.947ns/insn = 0.473ns/value. Same latency as scalar fadd.
cpu,aarch64_neon_dd,float64x2,128,dep_chain_ns_per_value,ns,0.473,,no,../apple_re/probes/apple_cpu_latency.c,0.473ns per f64 value via NEON — 2.10× throughput vs scalar f64 (0.992ns).
cpu,aarch64_neon_dd,float32x4,128,dep_chain_ns_per_insn,ns,0.948,,no,../apple_re/probes/apple_cpu_latency.c,f32x4_vfma_dep: 4×f32 FMA per NEON insn. 0.948ns/insn = 0.237ns/value.
cpu,aarch64_neon_dd,float32x4,128,dep_chain_ns_per_value,ns,0.237,,no,../apple_re/probes/apple_cpu_latency.c,0.237ns per f32 FMA value via NEON — 4.19× throughput vs scalar f64.
cpu,aarch64_neon_dd,float64x2_dd,128,dep_chain_ns_per_step,ns,1.040,,no,../apple_re/probes/apple_cpu_latency.c,f64x2_dd_twosum_dep: 2 dd-pairs per NEON step. 1.040ns/step = 0.520ns/106-bit value.
cpu,aarch64_neon_dd,float64x2_dd,128,dep_chain_ns_per_value,ns,0.520,,no,../apple_re/probes/apple_cpu_latency.c,BREAKTHROUGH: 106-bit precision at 0.520ns/value — 1.91× MORE throughput than scalar f64. NEON parallelises 2 dd-pairs; OOO overlaps 4-op chain to ~3.3 cycles/step vs expected 4.
cpu,aarch64_neon_dd,float64x2_dd_tput,128,throughput_ns_per_step,ns,0.280,,no,../apple_re/probes/apple_cpu_latency.c,"f64x2_dd_throughput: 4 indep float64x2_t accumulators 32 steps/iter. 3.73× over dep chain (1.043ns). 0.280/2=0.140ns/106-bit value."
cpu,aarch64_neon_dd,float64x2_dd_tput,128,throughput_ns_per_value,ns,0.140,,no,../apple_re/probes/apple_cpu_latency.c,PEAK: 0.140ns per 106-bit DD value — 7.1× throughput vs scalar f64 (0.994ns). 3.73× speedup over dep-chain Level 5 (0.521ns).
cpu,aarch64_neon_dd,veltkamp_split,128,dep_chain_ns_per_step,ns,4.102,,no,../apple_re/probes/apple_cpu_latency.c,"veltkamp_split_dep: Veltkamp C=2^27+1 product split. fmul+fsub+fsub+fadd dep chain. 4.102ns/step ≈ 13cy (fmul≈4cy + 3×fadd/fsub@3cy). 3.06× Knuth 2-sum."
metal,agx_dd,float32_dd,96,dep_chain_ns_per_step,ns,3.968,,no,../apple_re/shaders/probe_dd_lat.metal,"probe_dd_lat: FP32 float2(hi,lo) dep chain 8 steps/iter × 100k GPU iters. 3.968 ns/step per DD pair. Calibrated batch (overhead-corrected); replaces earlier 4.990 raw value."
metal,agx_dd,float32_dd,96,throughput_ns_per_step,ns,1.058,,no,../apple_re/shaders/probe_dd_tput.metal,"probe_dd_tput: 4 independent FP32 float2 pairs 32 steps/iter × 100k GPU iters. 1.058 ns/step. Calibrated batch (overhead-corrected); replaces earlier 1.080 raw value."
metal,agx_dd,float32_dd,96,throughput_speedup_vs_depchain,ratio,3.749,,no,../apple_re/shaders/probe_dd_tput.metal,"4 independent accumulators give 3.749× speedup — close to 4× theoretical. Calibrated batch; earlier batch showed 4.64× (measurement noise above theoretical)."
metal,agx_fma,float32,32,dep_chain_ns_per_step,ns,2.960,,no,../apple_re/shaders/probe_ffma_lat.metal,"probe_ffma_lat: FP32 FMA dep chain 32 ops/iter × 100k GPU iters. 2.960 ns/step. Calibrated batch with host-harness iters fix."
metal,agx_fma,float32,32,throughput_ns_per_step,ns,2.853,,no,../apple_re/shaders/probe_ffma_tput.metal,"probe_ffma_tput: FP32 FMA throughput 4 independent chains 32 ops/iter × 100k GPU iters. 2.853 ns/step. Calibrated batch."
metal,agx_fma,float32,32,throughput_speedup_vs_depchain,ratio,1.038,,no,../apple_re/shaders/probe_ffma_tput.metal,"FMA pipeline saturation: 1.038× speedup from 4 independent chains (32 ops/iter saturates AGX FP pipeline at ~1 FMA/cycle). Compare DD (8 ops/iter) which achieves 3.749× at 25% utilization."
cpu,aarch64_neon_dd,float64x2_dd_fma_tput,128,throughput_ns_per_step,ns,0.281,,no,../apple_re/probes/apple_cpu_latency.c,"neon_dd_fma_throughput: 4 indep float64x2_t accumulators vfmaq error term 32 steps/iter. 0.281 ns/step. FMA neutral: plain=0.279 ns (0.7% diff). Confirms FMA adds no benefit in DD throughput mode."
cpu,aarch64_neon_dd,float64x2_dd_fma_tput,128,fma_vs_plain_speedup,ratio,0.993,,no,../apple_re/probes/apple_cpu_latency.c,"neon_dd_fma_throughput / f64x2_dd_throughput = 0.281/0.279 = 1.007 (FMA 0.7% slower — within noise). FMA neutrality confirmed in throughput mode."
r600,vliw5_dekker,float32_ds,43,dep_chain_cycles_per_step,cycles,1.375,,no,/tmp/r600_dekker_probe.c,"f32_dekker_dep ISA: 11 VLIW5 bundles for 8 steps = 1.375 cycles/step. VLIW5 packs parallel Dekker sub-ops (e1||e2 in same bundle). Only 37.5% overhead vs scalar FP32 add dep chain (8-9 bundles/8 steps = 1.0-1.125 cyc/step). Wall-clock timing unreliable (GPU clock varies 2-3x between dispatches). ISA dwords: fp32=68, dekker=122 (no DCE)."
r600,vliw5_dekker,float32_ds,43,overhead_vs_scalar_add,ratio,1.375,,no,/tmp/r600_dekker_probe.c,"Dekker 1.375cy/step vs scalar ADD 1.0cy/step = 1.375x overhead. Contrast: scalar hardware would have 4x overhead (4 dependent ADDs). VLIW5 ILP converts 4 dependent ops into 1.375 effective cycles."
metal,agx_int_alu,uint32,32,xorshift_dep_chain_ns_per_dispatch,ns,16803740,,no,../apple_re/shaders/probe_int32_xorshift_lat.metal,"probe_int32_xorshift_lat: 8 xorshift32 rounds (acc^=acc<<13;acc^=acc>>17;acc^=acc<<5) × 24 ops/iter × 400 iters. Non-foldable dep chain (verified via llvm-dis: loop body intact, shl/xor i32). Baseline for int32 native ALU."
metal,agx_int_alu,uint64,64,xorshift_dep_chain_ns_per_dispatch,ns,42170115,,no,../apple_re/shaders/probe_int64_xorshift_lat.metal,"probe_int64_xorshift_lat: 8 xorshift64 rounds × 24 ops/iter × 400 iters. AIR uses genuine shl/xor i64 (llvm-dis confirms). Dispatch = 42,170,115 ns = 2.512× int32 baseline. AGX backend lowers i64 shift/XOR to i32 pairs — no native 64-bit shift/XOR ALU."
metal,agx_int_alu,uint64,64,xorshift_ratio_vs_int32,ratio,2.512,,no,../apple_re/shaders/probe_int64_xorshift_lat.metal,"INT64 xorshift / INT32 xorshift = 42170115 / 16803740 = 2.512×. Consistent with i64→i32 pair lowering for shift ops (shl i64 val, k requires cross-word carry: ~2.5 effective critical-path ops vs 1 for i32)."
metal,agx_int_alu,uint32,32,mul_dep_chain_folded_ns_per_dispatch,ns,3275605,,no,../apple_re/shaders/probe_int32_mul_lat.metal,"probe_int32_mul_lat: 32 dependent muls/iter — LLVM-folded to 1 mul/iter (1664525^32 mod 2^32 = 666245249). Measures single-dependent-mul latency per iter. 3,275,605 ns/dispatch (400 iters). Note: ops_per_iter claimed=32 but effective=1 after fold."
metal,agx_int_alu,uint64,64,mul_dep_chain_folded_ns_per_dispatch,ns,4381112,,no,../apple_re/shaders/probe_int64_mul_lat.metal,"probe_int64_mul_lat: 32 dependent muls/iter — LLVM-folded to 1 mul/iter (1664525^32 mod 2^64 = -4842297668175259519). Measures single-dependent-mul latency. 4,381,112 ns/dispatch = 1.337× int32 mul. Smaller ratio than xorshift (2.512×) suggests AGX has efficient 64-bit multiply path (possibly widened 32×32→64 multiplier)."
metal,agx_int_alu,uint64,64,mul_ratio_vs_int32,ratio,1.337,,no,../apple_re/shaders/probe_int64_mul_lat.metal,"INT64 mul (folded) / INT32 mul (folded) = 4381112 / 3275605 = 1.337×. Contrasts with 2.512× for shift/XOR. AGX may have widened multiply unit serving 64-bit ops more efficiently than shift/XOR lowering."
metal,agx_int_alu,int16,16,air_lowering,classifier,compiler_lowered,,no,../apple_re/shaders/,"int16/uint16 Metal AIR: all arithmetic uses i32 ops; final 'and i32 %n, 65535' truncates to 16-bit range. No native 16-bit integer ALU in AGX Metal path."
neural,pytorch_cpu,int16,16,gemm_256_median_ms,ms,1.261,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,pytorch_cpu int16 gemm 256×256. Measured 2026-04-02.
neural,pytorch_cpu,int16,16,gemm_1024_median_ms,ms,77.44,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,pytorch_cpu int16 gemm 1024×1024. Measured 2026-04-02.
neural,pytorch_cpu,int16,16,reduce_1m_median_ms,ms,0.217,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,pytorch_cpu int16 reduce 1M elements. Measured 2026-04-02.
neural,pytorch_mps,int16,16,gemm_256_median_ms,ms,0.518,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,"pytorch_mps int16 gemm 256×256. MPS 2.44× faster than CPU at this size. Measured 2026-04-02."
neural,pytorch_mps,int16,16,gemm_1024_median_ms,ms,9.11,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,"pytorch_mps int16 gemm 1024×1024. MPS 8.50× faster than CPU. Measured 2026-04-02."
neural,pytorch_mps,int16,16,reduce_1m_median_ms,ms,0.503,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,pytorch_mps int16 reduce 1M elements. Measured 2026-04-02.
neural,pytorch_cpu,int32,32,gemm_256_median_ms,ms,2.43,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,pytorch_cpu int32 gemm 256×256. Measured 2026-04-02.
neural,pytorch_cpu,int32,32,gemm_1024_median_ms,ms,153.5,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,pytorch_cpu int32 gemm 1024×1024. Measured 2026-04-02.
neural,pytorch_mps,int32,32,gemm_256_median_ms,ms,0.600,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,"pytorch_mps int32 gemm 256×256. MPS 4.05× faster than CPU. Measured 2026-04-02."
neural,pytorch_mps,int32,32,gemm_1024_median_ms,ms,13.02,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,"pytorch_mps int32 gemm 1024×1024. MPS 11.8× faster than CPU. Measured 2026-04-02."
neural,pytorch_cpu,int64,64,gemm_256_median_ms,ms,8.46,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,pytorch_cpu int64 gemm 256×256. Measured 2026-04-02.
neural,pytorch_cpu,int64,64,gemm_1024_median_ms,ms,560.1,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,pytorch_cpu int64 gemm 1024×1024. Measured 2026-04-02.
neural,pytorch_mps,int64,64,gemm_256_median_ms,ms,0.866,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,"pytorch_mps int64 gemm 256×256. MPS 9.77× faster than CPU — MPS parallelism overcomes int64 backend-lowering penalty. Measured 2026-04-02."
neural,pytorch_mps,int64,64,gemm_1024_median_ms,ms,28.27,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,"pytorch_mps int64 gemm 1024×1024. MPS 19.8× faster than CPU. int64/int32 MPS GEMM ratio = 2.17× (consistent with AGX i64 backend-lowering penalty). Measured 2026-04-02."
neural,pytorch_mps,int64,64,gemm_ratio_vs_int32,ratio,2.17,,no,../apple_re/results/typed_neural_int_types_20260402/neural_timing_matrix.csv,"MPS int64 gemm_1024 / MPS int32 gemm_1024 = 28.27/13.02 = 2.17×. Consistent with AGX i64→i32 pair lowering observed in xorshift dep-chain (2.51×). GEMM parallelism partially masks latency cost."
neural,pytorch_cpu,uint16,16,gemm_256_status,classifier,error,,no,../apple_re/results/typed_neural_int_types_20260402/neural_backend_matrix.csv,pytorch_cpu uint16 GEMM: NotImplementedError — addmm_impl_cpu_ not implemented for UInt16. No unsigned integer GEMM kernel in PyTorch.
neural,pytorch_cpu,uint32,32,gemm_256_status,classifier,error,,no,../apple_re/results/typed_neural_int_types_20260402/neural_backend_matrix.csv,pytorch_cpu uint32 GEMM: NotImplementedError — addmm_impl_cpu_ not implemented for UInt32.
neural,pytorch_cpu,uint64,64,gemm_256_status,classifier,error,,no,../apple_re/results/typed_neural_int_types_20260402/neural_backend_matrix.csv,pytorch_cpu uint64 GEMM: NotImplementedError — addmm_impl_cpu_ not implemented for UInt64.
neural,pytorch_mps,uint16,16,gemm_256_status,classifier,error,,no,../apple_re/results/typed_neural_int_types_20260402/neural_backend_matrix.csv,"pytorch_mps uint16 GEMM: RuntimeError — Failed to create function state object for: matmul_ushort."
neural,pytorch_mps,uint32,32,gemm_256_status,classifier,error,,no,../apple_re/results/typed_neural_int_types_20260402/neural_backend_matrix.csv,"pytorch_mps uint32 GEMM: RuntimeError — Failed to create function state object for: matmul_uint."
neural,pytorch_mps,uint64,64,gemm_256_status,classifier,error,,no,../apple_re/results/typed_neural_int_types_20260402/neural_backend_matrix.csv,"pytorch_mps uint64 GEMM: RuntimeError — Failed to create function state object for: matmul_ulong."
neural,pytorch_cpu,int16,16,gemm_2048_median_ms,ms,626.3,,no,../apple_re/results/typed_neural_int_types_20260402_2048/neural_timing_matrix.csv,pytorch_cpu int16 gemm 2048×2048. Measured 2026-04-02.
neural,pytorch_cpu,int32,32,gemm_2048_median_ms,ms,1353.3,,no,../apple_re/results/typed_neural_int_types_20260402_2048/neural_timing_matrix.csv,pytorch_cpu int32 gemm 2048×2048. Measured 2026-04-02.
neural,pytorch_cpu,int64,64,gemm_2048_median_ms,ms,5208.3,,no,../apple_re/results/typed_neural_int_types_20260402_2048/neural_timing_matrix.csv,"pytorch_cpu int64 gemm 2048×2048. CPU int64/int32 ratio = 3.85× (grows vs 3.66× at 1024 — different BLAS tiling path). Measured 2026-04-02."
neural,pytorch_mps,int16,16,gemm_2048_median_ms,ms,68.60,,no,../apple_re/results/typed_neural_int_types_20260402_2048/neural_timing_matrix.csv,"pytorch_mps int16 gemm 2048×2048. MPS 9.13× faster than CPU. Measured 2026-04-02."
